Athlete ID,competition_scope,championship,season_note
AT_SE_RA_6100,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_RA_7408,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_SE_2035,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_SI_2027,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_S_2034,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_S_2036,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_V_2023,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_XX_2024,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_XX_2025,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_XX_3752,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SE_XX_5125,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AB_3779,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AF_3760,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AF_5634,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AH_3757,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AH_5916,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AL_6778,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AM_0032,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AN_2106,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AN_5926,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AV_2060,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AW_3806,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AY_2042,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AY_3828,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_AZ_3156,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_A_2069,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BA_2102,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BA_2117,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BA_5131,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BA_6176,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BA_6803,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_2063,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_2078,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_2095,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_3791,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_3819,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_5136,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_BH_7414,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_B_2061,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_B_3801,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_2080,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_2082,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_2090,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_2119,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_3769,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_6802,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_7420,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_CH_7421,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_C_3792,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DA_3820,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DE_5153,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DH_2901,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DH_3756,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DI_5139,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_DU_2093,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_D_2066,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GH_2114,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GH_3816,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GI_5918,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GL_2075,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GO_7416,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_GU_0255,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_HA_3761,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_HU_3827,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_HU_5921,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_IR_3773,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_IT_4305,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JA_2076,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JA_3814,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JA_3815,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JA_3821,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JA_5140,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_JE_2058,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KA_0834,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KA_2123,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KA_3775,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KA_6804,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KH_2043,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KH_2059,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KH_4204,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_0256,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_2064,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_2068,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_2079,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_2103,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_2110,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_3796,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_3802,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_3811,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_4200,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_4303,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_5142,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_5914,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_5917,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_5928,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_6129,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_6143,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_6163,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_6775,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_7177,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_7415,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_KU_7422,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_K_2055,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_LA_2053,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_LA_7604,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_LO_2084,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MA_2122,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MA_5922,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MA_7430,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MI_2120,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MO_2044,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MO_4198,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_MU_2091,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_M_2057,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_M_3776,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_M_3777,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_M_3780,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_NA_4202,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_NA_5135,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_NA_5915,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_NA_6777,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_NA_7417,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_N_2067,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_N_5904,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_2062,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_2081,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_3803,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_3822,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_4304,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PA_6791,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PI_7419,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_PR_2039,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_P_3786,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_P_3788,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_P_7423,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_2074,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_2100,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_2104,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_3782,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_3790,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_3823,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_4267,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_6786,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RA_6789,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_RO_4197,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_2096,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_3771,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_3804,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_3812,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_3829,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SA_6799,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SE_5146,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_2050,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_2086,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_2101,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_3764,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_3825,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_5144,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_5154,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_6566,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_6797,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_7428,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_7431,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SH_7600,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2046,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2047,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2051,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2077,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2092,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2105,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_2116,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3797,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3798,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3799,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3808,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3813,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3818,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_3826,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_4249,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_5908,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_6101,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SI_7418,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SO_3767,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SO_6784,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SR_3770,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SU_2056,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SU_2121,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SU_3763,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SU_5390,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_SU_6805,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_S_3759,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_S_6798,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_TH_2118,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_TH_6097,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_TH_6776,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_TI_7413,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_TO_4212,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_UC_2054,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_U_5911,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_VA_2099,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_VA_5920,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_VE_3754,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_VI_2089,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_V_2094,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_V_5130,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_0031,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2040,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2041,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2045,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2049,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2052,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2065,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2071,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2072,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2087,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2088,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2108,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_2662,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3277,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3755,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3758,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3765,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3768,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3778,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3783,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3787,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3794,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3795,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_3807,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_4199,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_4201,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_5138,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_5257,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_6785,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_6794,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_6800,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_6801,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_XX_7424,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_YA_0023,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_YA_4203,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_YA_5155,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_YA_6793,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_YA_6796,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SH_ZE_4297,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_AR_7436,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_A_2129,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_BA_2144,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_BU_5157,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_CH_2125,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_C_3839,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_DE_2131,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_E_2142,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_G_2137,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_2130,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_2132,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_2133,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_2134,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_2135,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_3837,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KA_5931,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_KU_2138,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_MO_2126,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_MO_3832,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_M_2136,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_M_2143,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_NA_2127,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_NI_6159,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_N_3834,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_N_5455,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_PA_5930,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_PH_3830,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_RA_2128,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_RA_2141,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_RA_6807,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SA_2145,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SI_5932,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SI_5935,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SI_6809,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SU_2124,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_SU_2140,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_TH_5156,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_TU_5929,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_XX_3831,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_XX_3835,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_XX_3836,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_XX_3838,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SI_YA_7434,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SJ_XX_0033,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SK_SU_3843,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SM_D_2147,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SM_MO_5936,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SM_PR_2146,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SM_RA_3844,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SM_RA_4205,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_AN_6811,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_JA_7439,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_KU_2150,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_K_2149,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_MA_4360,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_PR_2153,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_S_2151,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_XX_3845,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SN_YA_2152,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_AN_2176,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_BA_2166,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_BA_5175,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_BE_2155,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_CH_1148,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_CH_2156,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_CH_5169,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_DA_2179,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_DA_6177,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_DO_6820,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_ED_7605,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_GH_7445,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_GO_2159,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_HO_5946,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KA_5182,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KM_2162,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_2165,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_3846,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_3849,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_3853,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_3855,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
